,Unnamed: 0,Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
1470,129897,China,CHN,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,227212638825.535,281729152085.394,337614695695.309,428005027702.286,536326636615.548,619350637111.812,789500037925.552,1095282529882.7,1395692312570.55,1627941526380.89,1861782635940.66,1959022384126.65,2329984223812.73,2515465850948.58,2805340641861.3,2807926880783.23,2838223352219.83,3270744862454.25,3571559471537.01,3558212991232.83,
1471,129898,China,CHN,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,18.2667911598071,20.651033933797,22.5368208693969,25.3176248301157,26.9099723242418,26.7287110045338,28.2290465530498,30.3089486199385,29.731997642434,31.5074849245028,30.2689253833189,25.7363047500341,26.921721894401,26.0443529686459,26.2927616023837,25.0185148639987,24.9039268777319,26.1357149670273,25.3894050855005,24.5301261413435,
1472,129899,China,CHN,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,218595036451.18,272639080200.775,328045964574.942,417758532034.291,524803662261.828,606704319607.51,775449085907.622,1078507565902.17,1374471599412.79,1604729769929.3,1834626809515.81,1925363841915.75,2291687346711.18,2472281041031.09,2757847764474.03,2756990300982.93,2786326050861.28,3214875890949.13,3508790393411.08,3494586300221.94,
1473,129900,China,CHN,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,5.28305253124968,5.12490924720041,5.33013625549019,5.77481352230615,5.91365746885376,6.03613844442403,5.817694399348,4.83714473255578,4.37680731591638,4.0955797059079,4.13382727368504,3.87748077603755,3.65887339530089,3.49185274529042,3.30190511538934,3.20069655421765,3.17590743064141,3.106523066555,2.98414362524139,3.085866685195,
1474,129901,China,CHN,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,63221233030.9587,67660076863.3893,77585463334.9153,95288465487.5171,115329330689.08,137011892094.603,159811483380.65,172123990734.318,202334112365.303,208594836907.389,250554991502.597,290078989832.301,311458304788.932,331466915328.889,346336827553.188,352710358881.676,355330051062.453,382124082847.731,412405664864.735,439615653839.565,
1475,129902,China,CHN,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,11.9007679998671,11.5785867303866,11.3187725151505,11.4764982051608,11.3451835332732,11.5321222729809,12.0251332587416,12.3616622321075,12.9664501065996,13.8547256834331,14.5802737552802,16.5276629438728,17.025190348176,17.6886618091066,17.872970914693,18.0893991130862,17.30620027406,16.3612169969834,16.7336916993954,16.9272395379874,
1476,129903,China,CHN,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,142414110500.809,152862817731.91,164756052730.53,189370253933.897,221256038302.6,261763030625.483,330329208104.307,439874916534.867,599422132042.962,705644732090.907,883723514553.912,1236454298026.65,1449254005717.17,1679110373158.9,1874695919242.15,1993415603463.88,1936269605262.65,2012544219147.94,2312579459164.75,2411471471821.22,
1477,129904,China,CHN,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,
1478,129905,China,CHN,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,21420572000.0,23631938000.0,26055240000.0,29536253000.0,34908938000.0,40630494000.0,49171121000.0,63695002000.0,82749373000.0,91167743000.0,108493511000.0,133912048000.0,152372139000.0,169917182000.0,187753100000.0,197254420000.0,200270570000.0,220182530000.0,247376210000.0,255005190000.0,
1479,129906,China,CHN,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.73853360199904,1.51441246427442,1.16778135380243,1.20336097959974,2.66410267821141,2.83369953201242,2.79543968433849,2.58552422318812,4.25842339276263,1.71467585481053,2.48859132916702,3.15477078425994,2.02667398266577,1.50864153469702,1.18555521304368,0.554634534845363,0.461154062834823,0.585616730671627,0.719562932136533,0.574157573528853,
1480,129907,China,CHN,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,20804683908.4021,19993576235.8438,16998225385.9482,19856298516.0815,51955863251.0147,64321012197.3371,76790448584.8098,92002776853.0815,196861377497.006,87331356234.4537,150835760193.009,236012188095.427,172518798767.84,143209004594.342,124352886296.151,61119616470.8893,51595300012.1485,72034957189.7249,99442877658.3367,81795062082.4939,
1481,129908,China,CHN,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,36.17754145,37.81054585,39.28245166,42.67615638,45.7925451,46.28091339,48.35084402,50.16161798,51.46759237,50.45742556,51.54749944,49.69647933,48.77866012,47.76683415,47.55544345,45.68957318,44.65504125,44.99279398,44.62656005,43.92040211,
1482,129909,China,CHN,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0583201636439841,0.0431227434414384,0.061679228723333,0.0728579611906287,0.158652313162525,0.383015779420954,0.761922795666582,1.38688920225017,1.4648787122324,0.619168246619639,1.41784083077167,1.74030342941924,0.486311231640944,0.36834072474815,0.239363381134676,0.153922579360177,0.134088837829884,0.13962139033029,0.135664778870825,0.146426116789122,
1483,129910,China,CHN,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,697905734.294829,569315083.462558,897802853.296835,1202207360.21821,3094069141.75819,8693921970.76447,20929943004.6815,49350787995.0298,67719438524.1781,31535291386.3575,85936608809.8186,130194187918.969,41396805913.3269,34965037969.298,25106825047.2161,16961960400.3328,15002261442.921,17174408360.3579,18748736775.1691,20860011023.8951,
1484,129911,China,CHN,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.79685376564302,1.55753520771586,1.22946058252576,1.27621894079037,2.82275499137393,3.21671531143337,3.55736248000507,3.97241342543829,5.72330210499503,2.33384410143017,3.90643215993869,4.89507421367918,2.51298521430671,1.87698225944517,1.42491859417836,0.70855711420554,0.595242900664707,0.725238121001917,0.855227711007358,0.720583690317975,
1485,129912,China,CHN,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1486,129913,China,CHN,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1487,129914,China,CHN,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,24.2768233361626,26.232005443645,27.9637913760284,31.1996306863408,34.4472398856232,34.7487056194883,36.3256070060573,37.7999281545291,38.5011446992245,36.6026515492138,36.9672201773293,33.1687728839177,31.7534751531333,30.07812024593,29.6823727787001,27.5999963387369,27.3489305322287,28.6316695867069,27.892969853872,26.9932018459703,
1488,129915,China,CHN,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,290515889499.191,346320182268.09,407040947269.47,514815746066.103,671796961697.4,788746969374.517,997860791895.693,1345065083465.13,1779857867957.04,1864235267909.09,2240616485446.09,2481395701973.35,2702985994282.83,2855189626841.11,3113384080757.86,3041464396536.13,3059880394737.35,3521895780852.06,3854780540835.25,3845478528178.78,
1489,129916,China,CHN,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,0.720125879462786,0.688527054931684,0.657373668615539,0.620973393128513,0.590855101153699,0.557140859097118,0.511503573654463,0.471421376596504,0.459037635879004,0.455742817372963,0.448035360386631,0.449913144166898,0.449894649124675,0.454932272548542,0.452787466748728,0.462227806314987,0.463853323190725,0.454193432122734,0.454193432122734,0.446625329113812,
1490,129917,China,CHN,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,8617602374.35527,9090071884.61908,9568731120.36778,10246495667.9957,11522974353.7197,12646317504.3018,14050952017.9307,16774963980.5347,21220713157.7597,23211756451.5945,27155826424.858,33658542210.8986,38296877101.5538,43184809917.4884,47492877387.2741,50936579800.299,51897301358.5479,55868971505.1212,62769078125.9298,63626691010.8828,
1491,129918,China,CHN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,9.911,9.33,8.749,8.4572,8.1654,7.8736,7.5818,7.29,7.3074,7.3248,7.3422,7.3596,7.377,7.4286,7.4802,7.5318,7.5834,7.635,7.643,7.651,
1492,129919,China,CHN,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,,,,,,,,,,,,,,,,,,,,,
1493,129920,China,CHN,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,,,,,,,,,,,,,,,,,,,,,
1494,129921,China,CHN,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,,,,,,,,,,,,,,,,,,,,,
1495,129922,China,CHN,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,,,,,,,,,,,,,,,,,,,,,
1496,129923,China,CHN,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,,,,,,,,,,,,,,,,,,,,,
1497,129924,China,CHN,Age dependency ratio (% of working-age population),SP.POP.DPND,46.2000563478889,45.2523408153918,43.5993398126902,41.606234661809,39.8428260613506,38.5730966495374,37.6015877423412,37.0137663297364,36.7435137159405,36.6013371826769,36.489722882657,36.5541919260221,36.654907668226,36.8346039348015,37.1756399469686,37.7138573117289,38.4988746306529,39.4359456153723,40.4452688513777,41.3961197613066,42.207228628118
1498,129925,China,CHN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.95893254086047,10.0802051254276,10.1700056926304,10.2393862519371,10.3018317838692,10.3686913617703,10.4654400941897,10.5676548170932,10.6874954390613,10.8355408576369,11.020798872494,11.2782209027051,11.5518606858017,11.8758498205151,12.2997129764772,12.8512233064678,13.5765338334695,14.4248165753424,15.337864254135,16.2212358190312,17.0197468281025
1499,129926,China,CHN,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,36.2411238070285,35.1721356899641,33.4293341200597,31.3668484098718,29.5409942774815,28.2044052877671,27.1361476481515,26.4461115126431,26.0560182768792,25.7657963250401,25.468924010163,25.2759710233169,25.1030469824243,24.9587541142864,24.8759269704915,24.862634005261,24.9223407971834,25.01112904003,25.1074045972427,25.1748839422754,25.1874818000155
1500,129927,China,CHN,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,,,,9.016651014586,,,10.2209093565851,,,,,10.2067537920807,,,,,,,,,
1501,129928,China,CHN,Agricultural land (% of land area),AG.LND.AGRI.ZS,55.5700446698569,55.6328406499339,55.695637819864,55.7583318331087,55.8204876430821,55.8831828468425,55.9457666238713,56.0083515761775,56.0709365390941,56.1332002008976,56.1202755223834,56.1169108294991,56.107828313151,56.1080381401584,56.0967380472843,56.090201435984,56.0816654067681,56.0793505508419,56.0790834053772,,
1502,129929,China,CHN,Agricultural land (sq. km),AG.LND.AGRI.K2,5237310.0,5243228.444,5249146.889,5255055.333,5260913.778,5266822.222,5272720.667,5278619.111,5284517.556,5290386.0,5289168.0,5288851.0,5287995.0,5288015.0,5286950.0,5286334.0,5285529.0,5285311.0,5285287.0,,
1503,129930,China,CHN,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,989139.0,,,,,,,,,,,,,,,,,,,,
1504,129931,China,CHN,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,82.6583156452125,,,,,,,,,,,,,,,,,,,,
1505,129932,China,CHN,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,44.9476259929364,43.9897108606234,43.098464428155,42.2191173046047,42.5876822948054,42.5489751334058,40.1659572541206,37.5124788402274,35.9919061607675,,,,,,,,,,,,
1506,129933,China,CHN,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,372890.0,362550.0,353360.0,344470.0,353350.0,356420.0,354810.0,345700.0,350410.0,348440.0,346060.0,341020.0,338530.0,337580.0,337910.0,341350.0,342280.0,335560.0,331360.0,,
1507,129934,China,CHN,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,78.7841898052217,78.1264480255367,78.3264813766279,77.6488482201997,77.5937953512716,77.2851503188582,76.066840968512,74.7324056729997,73.852617970265,,,,,,,,,,,,
1508,129935,China,CHN,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,304170.0,303490.0,318170.0,316520.0,326150.0,330850.0,334580.0,335130.0,342750.0,346210.0,349350.0,348630.0,352640.0,353260.0,353890.0,357380.0,357550.0,348750.0,341510.0,,
1509,129936,China,CHN,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1.13361176781451,0.903332902441168,0.808405437235526,0.665370858309381,0.557165857745848,0.534922676638298,0.482900386476482,0.467318559446694,0.445297967890183,0.463032845184073,0.472463696406038,0.550194897136208,0.481148980590356,0.460667219431113,0.468830457280295,0.418118020352306,0.441975773657012,0.417099071453859,0.418352625994981,0.394508233632562,0.329664797417568
1510,129937,China,CHN,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,4.80793199950174,4.57393905329155,4.25645256269624,3.99418660135623,4.04212086916003,3.90143631378837,3.99417199121639,3.7801218510253,3.58024042788187,3.40875569636905,3.77456779385549,4.27006206687256,3.94586432844565,3.72488754834982,3.5706370543884,3.70433779787624,3.47667870987318,3.93864466996437,3.57402709222881,2.98511938732089,2.72562338672869
1511,129938,China,CHN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,14.6762416552585,13.9834613522186,13.3014877126424,12.3489989652141,12.916648166837,11.6414956029627,10.6257605278405,10.2461657566004,10.1690478477936,9.63618551442703,9.32517694053669,9.17765379535199,9.11371387030751,8.94289396230057,8.64349139629661,8.38701488219603,8.0572875346436,7.46356501656873,7.04302025319625,7.14369124773749,7.65306654755744
1512,129939,China,CHN,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,2.32851803699535,2.6380712380831,2.69994655178539,2.3720563695443,6.10501996773056,5.07391439843714,4.75527829821041,3.52364990248279,5.15600466645756,4.00242578086684,4.2510696855083,4.17428925252833,4.46654195569825,3.80719982871641,4.05046823694792,3.8985214657053,3.27781355718643,3.96129100014851,3.48291749991172,3.08555309210985,2.98377246577297
1513,129940,China,CHN,"Agriculture, forestry, and fishing, value added (constant 2015 US$)",NV.AGR.TOTL.KD,510670002537.134,524141840995.584,538293390558.009,551062013215.576,584704459156.965,614371862898.434,643586954765.154,666264705869.129,700617345194.701,728659034443.998,759634837767.965,791344193159.374,826689913560.819,858163650533.922,892923296619.831,927734103010.839,958143497213.97,996098349337.615,1030791633063.03,1062597256170.21,1094302740521.88
1514,129941,China,CHN,"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,3180197440800.0,3264093314800.0,3352222089700.0,3431738687300.0,3641247019400.0,3826000776200.0,4007937760800.0,4149163455800.0,4363094517200.0,4537724137000.0,4730625952200.0,4928095962900.0,5148211436700.0,5344214133700.0,5560679829700.0,5777464126500.0,5966838628900.0,6203202470500.0,6419254894900.0,6617324412800.0,6814770316600.0
1515,129942,China,CHN,"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,1471735556900.0,1550250196500.0,1619022829700.0,1697024567000.0,2090432417700.0,2180672187000.0,2331700684000.0,2767410718400.0,3246413742500.0,3358381633700.0,3843084980900.0,4478146049700.0,4908463592200.0,5302807285400.0,5562632157100.0,5777464126500.0,6013919608700.0,6209954398200.0,6474515610400.0,7047360000000.0,7775410000000.0
1516,129943,China,CHN,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,177780193865.964,187293882700.463,195605029563.852,205028943699.408,252565293072.202,266120618844.807,292434931647.729,363774001761.42,467197280426.555,491609572518.078,567638801958.554,693050537754.391,777603027771.177,855871281416.443,905464751945.177,927734103010.839,905097390127.173,918795407202.462,978614814147.521,1020114643043.25,1126740377927.2
1517,129944,China,CHN,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",NV.AGR.EMPL.KD,1437.14823385846,1474.57501810275,1507.82330858297,1563.66435418395,1720.54950855223,1880.25827845766,2057.39001004183,2212.1939494205,2397.25005746144,2589.68438637884,2795.41263715893,3059.32713570731,3301.99427561524,3657.00459823745,4040.7487825549,4325.70868080549,4602.12751197866,4906.40766326231,5256.98008859352,5609.00580815274,
1518,129945,China,CHN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,3900.08,4232.312,5013.505,5650.63,7024.25,7579.401,7692.205,11189.538,11386.055,11976.438,17193.8774,16764.869,15568.753,16053.7331,17822.581,19805.63,21304.5851,23323.6147,25256.2071,25394.5878,19264.2436
1519,129946,China,CHN,"Air transport, passengers carried",IS.AIR.PSGR,61891807.0,72660653.0,83671798.0,86040642.0,119789024.0,136721623.0,158013351.0,183613132.0,191001220.0,229062099.0,266293020.0,292160158.0,318475924.0,352795296.0,390878784.0,436183969.0,487960477.0,551234509.0,611439830.0,659629070.0,417255845.0
1520,129947,China,CHN,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,572921.0,840911.0,932064.0,946354.0,1209900.0,1349269.0,1542564.0,1753550.0,1853088.0,2140124.0,2377789.0,2538667.0,2779741.0,3073450.0,3356756.0,3616026.0,3952098.0,4359033.0,4692008.0,4963752.0,3667920.0
1521,129948,China,CHN,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,1.99714284886418,2.29889726346258,2.42043228907687,2.52104765612761,2.67890606090141,2.7339176928011,2.73878047480013,2.92452980081932,3.38410252972864,3.46831716117637,3.50934153555749,3.52243463333402,4.09182975952194,4.53414655121912,5.10701715020901,,,,,,
1522,129949,China,CHN,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,,,67.12937781,,,,,63.01417819,,,,,64.31294547,,,,,64.40394583,,,
1523,129950,China,CHN,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,,,11.1529340093,,,,,12.4277962542,,,,,12.0835405271,,,,,13.2753720114,,,
1524,129951,China,CHN,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,,,21.7176881849,,,,,24.5580255558,,,,,23.6035140063,,,,,22.3206821602,,,
1525,129952,China,CHN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,19.6295769640953,,,,,20.2168503377177,,,,,21.2868823320299,,,,,21.0380376821898,,,
1526,129953,China,CHN,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,,,552.18,,,,,568.7,,,,,598.8,,,,,591.8,,,
1527,129954,China,CHN,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,,,,,,,,,,,,,,,,,8.38,,,,
1528,129955,China,CHN,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,,,,,,,,,,,,,,,,,7.12,,,,
1529,129956,China,CHN,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,,,,,,,,,,,,,,,,,,,,,
1530,129957,China,CHN,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,,,,,,,,,,,
1531,129958,China,CHN,Aquaculture production (metric tons),ER.FSH.AQUA.MT,29749708.0,31102502.0,33160272.0,34891716.0,37172412.0,38943268.0,40911092.0,42530160.0,44072888.0,46062876.0,47789756.0,49147608.0,52082584.0,55029056.0,57320504.0,59368940.0,62318376.0,64358480.0,66135060.0,,
