;Country Name;Country Code;Indicator Name;Indicator Code;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
108242;Brazil;BRA;Adjusted net enrollment rate, primary (% of primary school age children);SE.PRM.TENR;;98.85493;96.72741;94.29506;95.58531;96.07993;;92.47411;98.53831;96.58508;;95.69718;98.54993;97.32389;97.4362;96.85231;97.20202;97.55117;;;
108243;Brazil;BRA;Adjusted net enrollment rate, primary, female (% of primary school age children);SE.PRM.TENR.FE;;;;;93.51398;;;93.70571;;97.53301;;95.40211;99.27482;97.84479;97.61097;97.04205;;;;;
108244;Brazil;BRA;Adjusted net enrollment rate, primary, male (% of primary school age children);SE.PRM.TENR.MA;;;;;97.56952;;;91.31626;;95.6996;;95.98259;97.86306;96.82718;97.2684;96.67031;;;;;
108245;Brazil;BRA;Adjusted net national income (annual % growth);NY.ADJ.NNTY.KD.ZG;4.53562899001925;0.929025385844469;3.68939604422458;1.09003806689481;5.2297307360122;3.40332120278386;4.91329442858977;5.7048957073771;4.10470364931568;4.7748104244253;5.15543340344016;5.22962091018118;2.59187576651942;4.12892821915767;-0.142055812093474;-2.94415103269952;-3.12027459749011;0.891446291987592;-1.27795882209897;1.18881873876806;
108246;Brazil;BRA;Adjusted net national income (constant 2015 US$);NY.ADJ.NNTY.KD;1003777537357.77;1013102885497.23;1050480263278.68;1061930898033.64;1117467024603.31;1155498016785.76;1212271036466.96;1281429834788.14;1334028731980.11;1397726074939.52;1469784911895.55;1546649090982.72;1586736313965.0;1652251517395.92;1649904398085.06;1601328720710.28;1551362867415.64;1565192434172.49;1545189919377.16;1563559426688.27;
108247;Brazil;BRA;Adjusted net national income (current US$);NY.ADJ.NNTY.CD;577772039318.422;491827935918.534;444841466112.973;489339429497.399;582206562128.677;775222262559.319;967301727261.851;1222242949020.12;1469255290289.23;1474973250775.02;1913064323692.53;2269850580778.41;2149650297940.65;2186978330791.28;2164465519440.55;1601328720710.28;1596447912264.4;1832859952856.54;1644502481342.15;1610060574839.78;
108248;Brazil;BRA;Adjusted net national income per capita (annual % growth);NY.ADJ.NNTY.PC.KD.ZG;3.05741768322834;-0.44124311702997;2.33711149959231;-0.173090018976154;3.97317472412449;2.22520113206886;3.77574946673096;4.61349535261549;3.07470873505677;3.77176469442142;4.1737294185242;4.2701551196821;1.6792744233441;3.22321391734243;-0.992989745753889;-3.75488815690986;-3.91504545563109;0.0803834111989659;-2.04876098413517;0.431183891080082;
108249;Brazil;BRA;Adjusted net national income per capita (constant 2015 US$);NY.ADJ.NNTY.PC.KD;5743.02089845305;5723.68948833501;5872.1741762841;5840.03355058656;6072.7578903196;6208.16787646062;6442.46740614538;6739.91718559679;6947.12761352308;7208.92431173165;7509.79709178921;7830.42885802764;7962.19439488957;8218.75510008982;8137.26638539732;7831.53981039641;7522.65225260131;7531.04157899791;7376.67294067725;7408.58567455605;
108250;Brazil;BRA;Adjusted net national income per capita (current US$);NY.ADJ.NNTY.PC.CD;3305.51472480651;2775.61454187562;2477.70749356374;2691.49917095194;3164.05468596938;4165.01535369753;5140.64587634312;6428.44416116588;7651.1613839963;7607.40542914536;9774.81361553017;11492.0682258954;10786.6902920265;10878.5460073405;10674.815313336;7831.53981039641;7743.61781028508;8818.87225458387;7850.80355128928;7628.82844968616;
108251;Brazil;BRA;Adjusted net savings, excluding particulate emission damage (% of GNI);NY.ADJ.SVNX.GN.ZS;8.09669492596019;7.53718822867207;8.90219529746387;10.0298834805243;11.8211121084471;11.6438356330594;12.4559539325874;13.3173721695805;13.0600204414973;12.0113739968803;12.5688525192776;13.1178336870776;12.4948182107518;12.9790419419513;11.1625657500278;10.4834176992823;9.83272499707709;9.78626647755757;7.72757120081339;7.54675382517212;
108252;Brazil;BRA;Adjusted net savings, excluding particulate emission damage (current US$);NY.ADJ.SVNX.CD;51539187683.4025;40792016412.3961;43702746176.2626;54221750693.3839;76783206222.5708;100818849458.983;134514337708.798;182103078784.061;216044082151.425;195801010935.345;269053884568.664;334369645333.502;300335446368.198;316487448233.511;269043508476.895;185378275176.409;172819974548.627;198098499171.959;141582241269.943;135160096982.685;
108253;Brazil;BRA;Adjusted net savings, including particulate emission damage (% of GNI);NY.ADJ.SVNG.GN.ZS;7.70793312069735;7.1690278166061;8.5614491259376;9.70828478972682;11.5304419248266;11.3727771082724;12.1957536625795;13.0784864460348;12.8288531938078;11.7786848568705;12.3536535565271;12.915529843789;12.2992726967929;12.7963794904938;10.9886249676441;10.3081349830275;9.6531730962499;9.61463354052661;7.55593826378242;7.37946256124236;
108254;Brazil;BRA;Adjusted net savings, including particulate emission damage (current US$);NY.ADJ.SVNG.CD;49064539962.4742;38799495446.2538;42029951663.5441;52483181738.959;74895178391.7764;98471872958.6033;131704382952.929;178836531511.725;212220021073.246;192007875457.303;264447249492.442;329212981059.229;295635157958.273;312033315685.946;264851135557.648;182278750904.876;169664170339.688;194624219444.11;138437634087.542;132163960633.082;
108255;Brazil;BRA;Adjusted savings: carbon dioxide damage (% of GNI);NY.ADJ.DCO2.GN.ZS;0.956633363499095;1.20957447666124;1.36384394143052;1.2485677252424;1.14611856429927;0.93196692063539;0.787980364568984;0.682623005247985;0.627719807150322;0.621622805523059;0.559829542747254;0.513752160476732;0.607307277693227;0.667445111562267;0.744907717020713;0.991688320456567;0.944723855627846;0.882771273354103;1.05525681944076;1.16029689802277;
108256;Brazil;BRA;Adjusted savings: carbon dioxide damage (current US$);NY.ADJ.DCO2.CD;6089411410.01895;6546338025.13829;6695396315.71011;6749782094.01491;7444532906.10642;8069491500.33677;8509557553.05337;9334255236.06148;10383992137.8035;10133259839.673;11983935123.8648;13095388444.9038;14597723572.4566;16275315322.8901;17953989267.9483;17536024570.6335;16604466486.515;17869497500.8704;19334098868.7478;20780569354.5184;
108257;Brazil;BRA;Adjusted savings: consumption of fixed capital (% of GNI);NY.ADJ.DKAP.GN.ZS;7.93585774238707;7.91466094483763;7.82635382270467;7.94326699723959;8.72465992556458;8.28955902827881;8.114514287364;8.31108651305102;8.44093642915995;8.32332503098283;8.90961665883477;8.7482633123981;8.59403519532716;8.43754346175214;8.42849953709843;8.34876713663028;8.19038395372009;8.11372982499893;8.18320217768308;8.10333250099072;
108258;Brazil;BRA;Adjusted savings: consumption of fixed capital (current US$);NY.ADJ.DKAP.CD;50515385024.8552;42834936499.5557;38421214449.96;42941460252.4172;56670417820.3099;71775644219.8937;87630262692.1013;113646628088.111;139633346785.736;135681018327.56;190722818045.681;222990607354.034;206573105183.04;205745278543.095;203146224393.008;147631249277.033;143954188370.584;164242175982.541;149930175338.856;145128254092.994;
108259;Brazil;BRA;Adjusted savings: education expenditure (% of GNI);NY.ADJ.AEDU.GN.ZS;3.88;3.82;3.71;3.80499999999999;3.9;4.39;4.79;4.85;5.16;5.4;5.39;5.49;5.54;5.55178218807527;5.66344200778748;6.10957298177677;6.23364410393368;6.28341577454804;6.28341577454804;6.28341577454804;
108260;Brazil;BRA;Adjusted savings: education expenditure (current US$);NY.ADJ.AEDU.CD;24697984800.0;20674222000.0;18213169100.0;20569906100.0;25332177000.0;38011078400.0;51728168000.0;66319385000.0;85358784000.0;88027020000.0;115380496000.0;139938453000.0;133163872000.0;135377432765.122;136501978304.296;108035579036.759;109562528770.738;127192043816.289;115122858796.537;112534091497.423;
108261;Brazil;BRA;Adjusted savings: energy depletion (% of GNI);NY.ADJ.DNGY.GN.ZS;1.13780990952933;0.977022919456407;1.3165935124019;1.46861480566232;1.59880069161369;1.91002174623558;1.90485087138274;1.55806657054652;1.82687947098038;1.01048725117179;1.16638832560793;1.55159547833563;1.52729331295624;1.4208670633417;1.41718967052962;0.838748333188171;0.636352134772048;1.0226477029703;1.72258778401389;1.72015764338198;
108262;Brazil;BRA;Adjusted savings: energy depletion (current US$);NY.ADJ.DNGY.CD;7242683466.71257;5287745742.39002;6463434037.01852;7939361011.70662;10384897976.3283;16538037891.0855;20570865530.2365;21305158092.3102;30220970960.7458;16472255827.5268;24968175053.2937;39549703264.1318;36711243904.8665;34647132906.0556;34157530596.0061;14831586775.7664;11184525120.7535;20700946127.3764;31560736602.3673;30807507345.6782;
108263;Brazil;BRA;Adjusted savings: gross savings (% of GNI);NY.ADJ.ICTR.GN.ZS;14.40659631;14.05113234;15.94237752;16.9559494;19.43390939;18.65327895;18.88230803;19.76621732;19.71015178;16.75101993;18.36987134;19.09184446;18.13046137;18.40749162;16.44077164;14.80798883;13.71265562;13.84044899;12.74229352;12.52485389;
108264;Brazil;BRA;Adjusted savings: mineral depletion (% of GNI);NY.ADJ.DMIN.GN.ZS;0.159594466073272;0.23269744452613;0.243396676868334;0.0706155801268416;0.0432799791060135;0.267949327567311;0.409025160735142;0.747052076513699;0.914643096787048;0.18424757963443;0.555192989409549;0.650423841921581;0.447037582849579;0.454356569114398;0.351033949890233;0.254959183222122;0.342135539614169;0.318484625591805;0.337119738704541;0.277707818754513;
108265;Brazil;BRA;Adjusted savings: mineral depletion (current US$);NY.ADJ.DMIN.CD;1015892190.01077;1259381839.51987;1194885400.04879;381749238.477308;281122074.684573;2320055329.70121;4417144515.81094;10215264799.456;15130391964.2901;3003475069.89473;11884683208.4966;16579108603.4285;10745352971.4387;11079257759.57;8460725570.43937;4508443236.91678;6013374244.25864;6446925033.54211;6176606716.62298;4973663721.54771;
108266;Brazil;BRA;Adjusted savings: natural resources depletion (% of GNI);NY.ADJ.DRES.GN.ZS;1.2974043756026;1.20972036398254;1.55999018927023;1.53923038578916;1.6420806707197;2.17797107380289;2.31387603211788;2.30511864706022;2.74152256776743;1.19473483080622;1.72158131501748;2.20201932025721;1.97433089580582;1.8752236324561;1.76822362041985;1.09370751641029;0.978487674386217;1.34113232856211;2.05970752271843;1.99786546213649;
108267;Brazil;BRA;Adjusted savings: net forest depletion (% of GNI);NY.ADJ.DFOR.GN.ZS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
108268;Brazil;BRA;Adjusted savings: net forest depletion (current US$);NY.ADJ.DFOR.CD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
108269;Brazil;BRA;Adjusted savings: net national savings (% of GNI);NY.ADJ.NNAT.GN.ZS;6.47073266506188;6.13648306931584;8.11602942816462;9.01268159155586;10.7093113434661;10.3637736274977;10.7678103292743;11.4551138218888;11.2692628164151;8.42773163320959;9.46026337704235;10.3436051678116;9.53645638425082;9.96992849789436;8.01225507968088;6.45924055437237;5.52229242315747;5.72675430492574;4.55911976842454;4.42150041078334;
108270;Brazil;BRA;Adjusted savings: net national savings (current US$);NY.ADJ.NNAT.CD;41189189950.1448;33211260019.4443;39843292829.04;48722736937.5828;69561582179.6901;89735355780.1063;116283737307.899;156638371911.889;186420653214.264;137382981672.44;202510181954.319;263655392645.966;229225894816.96;243111721456.905;193113775606.992;114218750722.967;97059811629.4158;115923824017.459;83530824661.1439;79187745907.0064;
108271;Brazil;BRA;Adjusted savings: particulate emission damage (% of GNI);NY.ADJ.DPEM.GN.ZS;0.388761805262833;0.368160412065974;0.340746171526264;0.321598690797476;0.290670183620534;0.271058524786971;0.260200270007864;0.238885723545737;0.23116724768953;0.232689140009833;0.215198962750507;0.202303843288602;0.195545513958827;0.182662451457496;0.173940782383725;0.17528271625475;0.179551900827186;0.171632937030963;0.171632937030963;0.167291263929769;
108272;Brazil;BRA;Adjusted savings: particulate emission damage (current US$);NY.ADJ.DPEM.CD;2474647720.92835;1992520966.14226;1672794512.71845;1738568954.42497;1888027830.79432;2346976500.37948;2809954755.86893;3266547272.33676;3824061078.17928;3793135478.0423;4606635076.22246;5156664274.27347;4700288409.92552;4454132547.56531;4192372919.24726;3099524271.53274;3155804208.93862;3474279727.84928;3144607182.4002;2996136349.60299;
108273;Brazil;BRA;Adolescent fertility rate (births per 1,000 women ages 15-19);SP.ADO.TFRT;82.21;81.526;80.842;78.904;76.966;75.028;73.09;71.152;69.7322;68.3124;66.8926;65.4728;64.053;63.0646;62.0762;61.0878;60.0994;59.111;57.8858;56.6606;
108274;Brazil;BRA;Adolescents out of school (% of lower secondary school age);SE.SEC.UNER.LO.ZS;;;;;;;;5.11336994171143;;1.03012001514435;;3.36431002616882;5.60056018829346;4.49730014801025;5.1853199005127;4.43385982513428;3.18606996536255;4.46414995193481;2.43722009658813;2.35420989990234;
108275;Brazil;BRA;Adolescents out of school, female (% of female lower secondary school age);SE.SEC.UNER.LO.FE.ZS;;;;;;;;6.00762987136841;;0.644209980964661;;3.56852006912231;5.59808015823364;3.2386999130249;3.35857009887695;4.48376989364624;3.59065008163452;4.80787992477417;3.2838499546051;1.2104400396347;
108276;Brazil;BRA;Adolescents out of school, male (% of male lower secondary school age);SE.SEC.UNER.LO.MA.ZS;;;;;;;;4.25383996963501;;1.39667999744415;;3.16722989082336;5.60293006896973;5.67806005477905;6.88018989562988;4.38572978973389;2.79314994812012;4.13127994537354;1.60766005516052;3.43145990371704;
108277;Brazil;BRA;Adults (ages 15+) and children (ages 0-14) newly infected with HIV;SH.HIV.INCD.TL;42000.0;43000.0;44000.0;44000.0;45000.0;46000.0;46000.0;46000.0;47000.0;47000.0;47000.0;48000.0;47000.0;47000.0;47000.0;47000.0;47000.0;47000.0;47000.0;47000.0;48000.0
108278;Brazil;BRA;Adults (ages 15-49) newly infected with HIV;SH.HIV.INCD;;;;;;;;;;;;;;;;;;;;;
108279;Brazil;BRA;Age dependency ratio (% of working-age population);SP.POP.DPND;54.2908970868825;53.4421557461506;52.5779174096593;51.7232540316151;50.8902180700992;50.0762423027583;49.2414514306109;48.4596536868299;47.7154460488446;46.9917882807018;46.2933000520452;45.6573636146785;45.0795491758254;44.5602184175111;44.1116973538508;43.7481057956148;43.57751318923;43.4500601777909;43.3833797280159;43.3913815311832;43.4750564079061
108280;Brazil;BRA;Age dependency ratio, old (% of working-age population);SP.POP.DPND.OL;8.09903293718074;8.26603001416237;8.45224912420308;8.64764222785241;8.83664909062529;9.01279856670244;9.20103424345171;9.3786209307164;9.55775826513978;9.75432240143227;9.97838710069729;10.241019306432;10.5223669310925;10.8262191847083;11.1569677053467;11.5185982521275;11.9193560128631;12.3445833852203;12.7938666350351;13.2660084630527;13.7625213232938
108281;Brazil;BRA;Age dependency ratio, young (% of working-age population);SP.POP.DPND.YG;46.1918641497017;45.1761257319882;44.1256682854562;43.0756118037627;42.053568979474;41.0634437360559;40.0404171871592;39.0810327561135;38.1576877837049;37.2374658792696;36.3149129513479;35.4163443082465;34.5571822447328;33.7339992328028;32.954729648504;32.2295075434873;31.6581571763669;31.1054767925706;30.5895130929808;30.1253730681305;29.7125350846123
108282;Brazil;BRA;Agricultural irrigated land (% of total agricultural land);AG.LND.IRIG.AG.ZS;;;;;;;1.94539442937572;1.93928902024541;;;;;;;;;;2.91413407542935;;;
108283;Brazil;BRA;Agricultural land (% of land area);AG.LND.AGRI.ZS;27.3175012622426;27.3299083288866;27.3423153955306;27.3547224621746;27.3671295288186;27.3795365954626;27.3925777744809;27.4788170573836;27.5650563402862;27.6512956231889;27.7375349060916;27.8237741889942;27.9100134718969;27.9962527547995;28.0824920377022;28.1687313206048;28.2549706035075;28.3410663137971;28.3410903622098;;
108284;Brazil;BRA;Agricultural land (sq. km);AG.LND.AGRI.K2;2283235.0;2284272.0;2285309.0;2286346.0;2287383.0;2288420.0;2289510.0;2296718.0;2303926.0;2311134.0;2318342.0;2325550.0;2332758.0;2339966.0;2347174.0;2354382.0;2361590.0;2368786.0;2368788.01;;
108285;Brazil;BRA;Agricultural machinery, tractors;AG.AGR.TRAC.NO;797466.0;795898.0;794329.0;792760.0;791191.0;789622.0;788053.0;;;;;;;;;;;;;;
108286;Brazil;BRA;Agricultural machinery, tractors per 100 sq. km of arable land;AG.LND.TRAC.ZS;175.46778736138;172.92732210755;170.449551521394;168.032387290956;165.673632632549;163.371195663418;161.109907184037;;;;;;;;;;;;;;
108287;Brazil;BRA;Agricultural methane emissions (% of total);EN.ATM.METH.AG.ZS;82.523734906443;81.5280689494526;81.6552830240854;81.4985438178448;81.7411752806716;82.6613309171449;81.9931271477663;81.6531489156136;81.3515585079203;;;;;;;;;;;;
108288;Brazil;BRA;Agricultural methane emissions (thousand metric tons of CO2 equivalent);EN.ATM.METH.AG.KT.CE;268590.0;280000.0;295290.0;307820.0;323270.0;328430.0;322110.0;321150.0;318410.0;321000.0;335810.0;333930.0;334260.0;330240.0;333330.0;337890.0;339750.0;335960.0;329920.0;;
108289;Brazil;BRA;Agricultural nitrous oxide emissions (% of total);EN.ATM.NOXE.AG.ZS;89.3175789727514;90.6074802242531;90.149359886202;90.5752000547158;89.5451935957135;89.6256;88.8385342483491;93.0129366914568;92.5554760200429;;;;;;;;;;;;
108290;Brazil;BRA;Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent);EN.ATM.NOXE.AG.KT.CE;111120.0;117980.0;126750.0;132430.0;140380.0;140040.0;137220.0;148830.0;142230.0;138840.0;155440.0;154660.0;155230.0;155300.0;161680.0;159070.0;163230.0;171310.0;166170.0;;
108291;Brazil;BRA;Agricultural raw materials exports (% of merchandise exports);TX.VAL.AGRI.ZS.UN;4.82008611837607;4.16349583634388;3.98176970858418;4.5479000446234;4.04678888352579;3.89791573445954;3.76357098694428;3.84290615124724;3.60860912623966;3.82336480648375;3.88293971465892;3.56590713078113;3.84206954540715;3.67959208894144;4.09910457402703;4.80922481418604;4.95909696960633;4.73548582058489;5.42597555144842;5.76162957154365;5.66289566513504
108292;Brazil;BRA;Agricultural raw materials imports (% of merchandise imports);TM.VAL.AGRI.ZS.UN;1.96870875648152;1.35187448266584;1.49577865541106;1.74992448176169;1.75482338353976;1.53839392286824;1.523372651686;1.39196498456236;1.21394590097878;1.15693831362783;1.29737898309249;1.45195055381115;1.09831789056924;1.02077971047053;1.00048117731129;1.05273517640729;1.24803505029771;1.20644998586571;1.07921787237013;1.03432296219445;1.05502446363505
108293;Brazil;BRA;Agriculture, forestry, and fishing, value added (% of GDP);NV.AGR.TOTL.ZS;4.75045997209109;4.80104301895507;5.47527489476281;6.16718438742418;5.66531157678892;4.65116882081442;4.37004377931761;4.41691543612808;4.56785118173209;4.47677399287013;4.11575648758173;4.34203412773382;4.1683282240444;4.5068861822272;4.32561053879483;4.31914942942436;4.89135358685971;4.60059169575972;4.42039930378329;4.40176323545758;5.90556934538527
108294;Brazil;BRA;Agriculture, forestry, and fishing, value added (annual % growth);NV.AGR.TOTL.KD.ZG;2.72340593123459;5.20034027273731;8.02017086780128;8.3063421990182;1.99512358275931;1.12006050354421;4.63942280559742;3.24700101523811;5.7709671805589;-3.72867985034893;6.69694246617692;5.63864642473051;-3.08224224308493;8.36144398216176;2.79079445669829;3.31433143314339;-5.22421775747509;14.1523862320847;1.30705579081858;0.631640768577341;1.9589622696701
108295;Brazil;BRA;Agriculture, forestry, and fishing, value added (constant 2015 US$);NV.AGR.TOTL.KD;44341212433.8104;46647106361.4258;50388283996.4972;54573707293.4594;55662520197.6572;56285974101.6685;58897318420.4939;60809714947.5554;64319023639.7702;61920773165.373;66067571718.8699;69792888489.5022;67641702597.8096;73297525669.1059;75343108952.3764;77840229295.0924;73773686213.7989;84214423224.422;85315152719.8812;85854038006.234;87535886217.7644
108296;Brazil;BRA;Agriculture, forestry, and fishing, value added (constant LCU);NV.AGR.TOTL.KN;107338269024.631;112920224256.778;121976619186.476;132108414578.898;134744140712.971;136253356613.937;142574725914.076;147204128711.979;155699230668.375;149893704827.295;159932000000.0;168950000000.0;163742551730.308;177433793468.2;182385605940.62;188430469407.839;178586451364.541;203860695719.825;206525268748.434;207829766543.263;211901073254.989
108297;Brazil;BRA;Agriculture, forestry, and fishing, value added (current LCU);NV.AGR.TOTL.CN;56962388858.5328;63169986034.8165;81515194818.1145;105949168631.983;110912706112.694;100957549652.6;105294016435.283;120151713604.652;142051177152.542;149212639035.677;159932000000.0;190024000000.0;200695000000.0;240290000000.0;249975000000.0;258967000000.0;306655000000.0;302971000000.0;309611000000.0;326039640499.999;439838433714.299
108298;Brazil;BRA;Agriculture, forestry, and fishing, value added (current US$);NV.AGR.TOTL.CD;31136803821.0567;26885058532.6992;27912692470.5143;34427303082.0226;37917325438.3347;41471394538.8108;48403772199.8855;61709354850.7153;77464150555.3014;74627656568.5934;90910397753.9391;113594412696.428;102758806761.512;111447154147.183;106238887980.752;77840229295.0924;87833706966.207;94933885411.9654;84736124299.3003;82657378507.1397;85319724464.4154
108299;Brazil;BRA;Agriculture, forestry, and fishing, value added per worker (constant 2015 US$);NV.AGR.EMPL.KD;3802.19922140601;3907.50141779285;4052.68943850594;4292.15362720989;4095.11248725439;4173.46598090729;4543.91955161236;4913.80536801777;5361.11362256544;5286.8640226216;5938.23023944355;6578.5882978069;6509.84091532279;7131.70477637586;7811.89674055553;8202.6903504555;8028.43135348408;9794.47574225105;9957.65821210928;9992.4153351961;
108300;Brazil;BRA;Air transport, freight (million ton-km);IS.AIR.GOOD.MT.K1;1727.901;1467.445;1539.738;1478.37;1499.485;1530.675;1412.26;1477.828;1807.062;1782.3;1302.474647875;1294.49545;1363.447091;1637.382;1596.774;1493.939;1513.832873341;1736.549227;1845.64776;1521.14944;1209.70683
108301;Brazil;BRA;Air transport, passengers carried;IS.AIR.PSGR;31287784.0;34285574.0;35889538.0;32372040.0;35263795.0;37661733.0;40945038.0;45286990.0;58763225.0;67945578.0;74627064.0;87860363.0;94752568.0;95591641.0;100403628.0;102039359.0;94142377.0;96395709.0;102109977.0;102917546.0;45405756.0
108302;Brazil;BRA;Air transport, registered carrier departures worldwide;IS.AIR.DPRT;628081.0;654106.0;627878.0;486777.0;486025.0;514700.0;560838.0;649738.0;647753.0;752225.0;841793.0;970561.0;1002565.0;952307.0;937437.0;944557.0;826943.0;803846.0;832683.0;814301.0;393769.0
108303;Brazil;BRA;Alternative and nuclear energy (% of total energy use);EG.USE.COMM.CL.ZS;13.7123337103255;12.957041179845;13.2458510150284;13.7598407191996;13.2391116123765;13.3373502658831;13.7210227010359;13.5625823702339;12.9093971632582;13.7955018306793;12.7004383572272;13.4916124032512;12.6507405645914;11.4981042378909;10.8090873277871;;;;;;
108304;Brazil;BRA;Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal);ER.H2O.FWAG.ZS;;;57.03821095;;;;;56.21586894;;;;;57.32160732;;;;;60.03258172;;;
108305;Brazil;BRA;Annual freshwater withdrawals, domestic (% of total freshwater withdrawal);ER.H2O.FWDM.ZS;;;25.2474027117;;;;;26.4616125924;;;;;23.9668239668;;;;;25.4868226732;;;
108306;Brazil;BRA;Annual freshwater withdrawals, industry (% of total freshwater withdrawal);ER.H2O.FWIN.ZS;;;17.7143863356;;;;;17.3225184709;;;;;18.7115687116;;;;;14.480595606;;;
108307;Brazil;BRA;Annual freshwater withdrawals, total (% of internal resources);ER.H2O.FWTL.ZS;;;1.00247306129659;;;;;1.0990990990991;;;;;1.23406641936054;;;;;1.16021904257198;;;
108308;Brazil;BRA;Annual freshwater withdrawals, total (billion cubic meters);ER.H2O.FWTL.K3;;;56.75;;;;;62.22;;;;;69.8605;;;;;65.68;;;
